,specimen__id,DOI,specimen__date,specimen__strain,label__virus,label__fluorophore,swc__fname,structure__id,structure__acronym,structure__layer,structure_parent__id,structure_parent__acronym
778,AA0255,10.25378/janelia.5527696,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0255.swc,1084.0,PRE,,1084.0,PRE
779,AA0519,10.25378/janelia.7639835,2018-03-09T18:07:35.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0519.swc,629.0,VAL,,629.0,VAL
780,AA0722,10.25378/janelia.7707164,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0722.swc,1084.0,PRE,,1084.0,PRE
781,AA0818,10.25378/janelia.7739723,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0818.swc,382.0,CA1,,382.0,CA1
782,AA0089,10.25378/janelia.5526646,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0089.swc,1077.0,PR,,1077.0,PR
783,AA0824,10.25378/janelia.7739747,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0824.swc,502.0,SUB,,502.0,SUB
784,AA0880,10.25378/janelia.7742777,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0880.swc,767.0,MOs5,5,993.0,MOs
785,AA0767,10.25378/janelia.7710077,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0767.swc,767.0,MOs5,5,993.0,MOs
786,AA1160,n/a,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1160.swc,484682512.0,scwm,,484682512.0,scwm
787,AA0466,10.25378/janelia.7615895,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0466.swc,767.0,MOs5,5,993.0,MOs
788,AA0187,10.25378/janelia.5527465,2017-06-10T19:59:48.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0187.swc,767.0,MOs5,5,993.0,MOs
789,AA0119,10.25378/janelia.5526736,2015-07-11T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0119.swc,630.0,ORBl5,5,723.0,ORBl
790,AA0507,10.25378/janelia.7639739,2018-01-30T16:19:46.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0507.swc,872.0,DR,,872.0,DR
791,AA0288,10.25378/janelia.5527819,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0288.swc,767.0,MOs5,5,993.0,MOs
792,AA0033,10.25378/janelia.5521681,2017-01-15T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0033.swc,1037.0,POST,,1037.0,POST
793,AA0614,10.25378/janelia.7653158,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,AA0614.swc,1097.0,HY,,1097.0,HY
794,AA0056,10.25378/janelia.5521771,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0056.swc,595.0,fr,,595.0,fr
795,AA0909,10.25378/janelia.7780868,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0909.swc,382.0,CA1,,382.0,CA1
796,AA0216,10.25378/janelia.5527558,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0216.swc,1097.0,HY,,1097.0,HY
797,AA0751,10.25378/janelia.7707383,2018-06-14T17:03:18.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,AA0751.swc,128.0,MRN,,128.0,MRN
798,AA0869,10.25378/janelia.7740104,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0869.swc,10703.0,DG-mo,,10703.0,DG-mo
799,AA0302,10.25378/janelia.5542666,2017-08-10T19:05:24.000Z,Rorb-Cre-1,AAV2/1.FLEX-tdTomato,tdTomato,AA0302.swc,629.0,VAL,,629.0,VAL
800,AA0297,10.25378/janelia.5527846,2017-08-10T19:05:24.000Z,Rorb-Cre-1,AAV2/1.FLEX-tdTomato,tdTomato,AA0297.swc,629.0,VAL,,629.0,VAL
801,AA0112,10.25378/janelia.5526709,2015-07-11T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0112.swc,767.0,MOs5,5,993.0,MOs
802,AA0947,10.25378/janelia.7804043,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0947.swc,136.0,IRN,,136.0,IRN
803,AA0535,10.25378/janelia.7640075,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0535.swc,502.0,SUB,,502.0,SUB
804,AA0800,10.25378/janelia.7739543,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0800.swc,296.0,ACAv2/3,2/3,48.0,ACAv
805,AA1099,10.25378/janelia.7827929,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1099.swc,575.0,CL,,575.0,CL
806,AA0769,10.25378/janelia.7710083,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0769.swc,1021.0,MOs6a,6a,993.0,MOs
807,AA1042,10.25378/janelia.7822298,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1042.swc,1090.0,SSs5,5,378.0,SSs
808,AA1175,n/a,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1175.swc,470.0,STN,,470.0,STN
809,AA0418,10.25378/janelia.7614221,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0418.swc,962.0,MOs2/3,2/3,993.0,MOs
810,AA0858,10.25378/janelia.7740017,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0858.swc,767.0,MOs5,5,993.0,MOs
811,AA0784,10.25378/janelia.7739321,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0784.swc,1021.0,MOs6a,6a,993.0,MOs
812,AA1036,10.25378/janelia.7822268,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1036.swc,732.0,MMme,,732.0,MMme
813,AA0534,10.25378/janelia.7640063,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0534.swc,767.0,MOs5,5,993.0,MOs
814,AA0253,10.25378/janelia.5527690,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0253.swc,443.0,dhc,,443.0,dhc
815,AA0054,10.25378/janelia.5521765,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0054.swc,362.0,MD,,362.0,MD
816,AA0522,10.25378/janelia.7639853,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0522.swc,443.0,dhc,,443.0,dhc
817,AA0616,10.25378/janelia.7655687,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,AA0616.swc,194.0,LHA,,194.0,LHA
818,AA0146,10.25378/janelia.5527318,2017-02-22T22:37:17.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP;,AA0146.swc,10703.0,DG-mo,,10703.0,DG-mo
819,AA0729,10.25378/janelia.7707248,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/5 Syn-iCre + AAV2/5 CAG-Flex GFP,immuno labeled for anti-GFP,AA0729.swc,436.0,fx,,436.0,fx
820,AA0071,10.25378/janelia.5521831,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0071.swc,502.0,SUB,,502.0,SUB
821,AA1026,10.25378/janelia.7822094,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1026.swc,936.0,DEC,,936.0,DEC
822,AA0102,10.25378/janelia.5526685,2015-07-11T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0102.swc,648.0,MOp5,,648.0,MOp5
823,AA0088,10.25378/janelia.5526643,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0088.swc,181.0,RE,,181.0,RE
824,AA1059,10.25378/janelia.7825151,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1059.swc,574.0,TRN,,574.0,TRN
825,AA0631,10.25378/janelia.7658039,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0631.swc,382.0,CA1,,382.0,CA1
826,AA0799,10.25378/janelia.7739540,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0799.swc,919.0,ACAd6a,6a,39.0,ACAd
827,AA0973,10.25378/janelia.7804442,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0973.swc,1064.0,ANcr2,,1064.0,ANcr2
828,AA0629,10.25378/janelia.7655783,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 GFP,immuno labeled for anti-GFP,AA0629.swc,741.0,VPMpc,,741.0,VPMpc
829,AA0899,10.25378/janelia.7780820,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0899.swc,767.0,MOs5,5,993.0,MOs
830,AA1187,n/a,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1187.swc,629.0,VAL,,629.0,VAL
831,AA0889,10.25378/janelia.7742816,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0889.swc,767.0,MOs5,5,993.0,MOs
832,AA1044,10.25378/janelia.7822307,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1044.swc,374.0,SNc,,374.0,SNc
833,AA0798,10.25378/janelia.7739537,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0798.swc,767.0,MOs5,5,993.0,MOs
834,AA0407,10.25378/janelia.7614158,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0407.swc,962.0,MOs2/3,2/3,993.0,MOs
835,AA0341,10.25378/janelia.7613756,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0341.swc,218.0,LP,,218.0,LP
836,AA0384,10.25378/janelia.7614035,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0384.swc,10703.0,DG-mo,,10703.0,DG-mo
837,AA0013,10.25378/janelia.5521621,2015-06-19T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0013.swc,962.0,MOs2/3,2/3,993.0,MOs
838,AA0229,10.25378/janelia.5527600,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0229.swc,940.0,cing,,940.0,cing
839,AA0193,10.25378/janelia.5527483,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0193.swc,10704.0,DG-po,,10704.0,DG-po
840,AA0170,10.25378/janelia.5527411,2017-04-19T21:51:49.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0170.swc,1084.0,PRE,,1084.0,PRE
841,AA0552,10.25378/janelia.7640213,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0552.swc,1084.0,PRE,,1084.0,PRE
842,AA0083,10.25378/janelia.5526628,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0083.swc,690.0,mtt,,690.0,mtt
843,AA0677,10.25378/janelia.7704224,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0677.swc,484682520.0,or,,484682520.0,or
844,AA0903,10.25378/janelia.7780835,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0903.swc,919.0,ACAd6a,6a,39.0,ACAd
845,AA0467,10.25378/janelia.7615901,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0467.swc,962.0,MOs2/3,2/3,993.0,MOs
846,AA0948,10.25378/janelia.7804049,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0948.swc,354.0,MY,,354.0,MY
847,AA0011,10.25378/janelia.5521615,2015-06-19T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0011.swc,767.0,MOs5,5,993.0,MOs
848,AA0497,10.25378/janelia.7616063,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0497.swc,997.0,root,,997.0,root
849,AA1029,10.25378/janelia.7822112,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1029.swc,771.0,P,,771.0,P
850,AA0707,10.25378/janelia.7704398,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0707.swc,1084.0,PRE,,1084.0,PRE
851,AA0167,10.25378/janelia.5527399,2017-04-19T21:51:49.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0167.swc,576073704.0,PeF,,576073704.0,PeF
852,AA0545,10.25378/janelia.7640174,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0545.swc,1021.0,MOs6a,6a,993.0,MOs
853,AA0095,10.25378/janelia.5526664,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0095.swc,362.0,MD,,362.0,MD
854,AA1133,n/a,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1133.swc,971.0,fp,,971.0,fp
855,AA1019,10.25378/janelia.7822046,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1019.swc,1056.0,ANcr1,,1056.0,ANcr1
856,AA0920,10.25378/janelia.7803695,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0920.swc,733.0,VPM,,733.0,VPM
857,AA0374,10.25378/janelia.7613933,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0374.swc,1084.0,PRE,,1084.0,PRE
858,AA0068,10.25378/janelia.5521816,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0068.swc,255.0,AV,,255.0,AV
859,AA1469,n/a,2020-04-15T04:00:00.000Z,Vgat-Cre,syn-FLEX-TRE-2tTA;TREx7-GFP,GFP ; AF488,AA1469.swc,56.0,ACB,,56.0,ACB
860,AA0704,10.25378/janelia.7704368,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0704.swc,502.0,SUB,,502.0,SUB
861,AA0196,10.25378/janelia.5527495,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0196.swc,10704.0,DG-po,,10704.0,DG-po
862,AA0765,10.25378/janelia.7710068,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0765.swc,211.0,ACAd2/3,2/3,39.0,ACAd
863,AA0968,10.25378/janelia.7804400,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0968.swc,,,,,
864,AA0396,10.25378/janelia.7614107,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0396.swc,526157192.0,FRP5,5,184.0,FRP
865,AA0202,10.25378/janelia.5527516,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0202.swc,10703.0,DG-mo,,10703.0,DG-mo
866,AA0834,10.25378/janelia.7739810,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0834.swc,502.0,SUB,,502.0,SUB
867,AA1049,10.25378/janelia.7822322,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1049.swc,974.0,SSp-m5,5,345.0,SSp-m
868,AA1503,n/a,2020-09-15T04:00:00.000Z,Vgat-Cre,??,GFP; AF488,AA1503.swc,604.0,NI,,604.0,NI
869,AA0257,10.25378/janelia.5527702,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0257.swc,484682470.0,ProS,,484682470.0,ProS
870,AA0764,10.25378/janelia.7710065,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0764.swc,1015.0,ACAd5,5,39.0,ACAd
871,AA0058,10.25378/janelia.5521777,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0058.swc,382.0,CA1,,382.0,CA1
872,AA1535,n/a,2020-09-15T04:00:00.000Z,Vgat-Cre,??,GFP; AF488,AA1535.swc,136.0,IRN,,136.0,IRN
873,AA0012,10.25378/janelia.5521618,2015-06-19T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0012.swc,1021.0,MOs6a,6a,993.0,MOs
874,AA1144,n/a,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1144.swc,962.0,MOs2/3,2/3,993.0,MOs
875,AA0197,10.25378/janelia.5527498,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0197.swc,10704.0,DG-po,,10704.0,DG-po
876,AA0021,10.25378/janelia.5521645,2017-01-15T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0021.swc,1037.0,POST,,1037.0,POST
877,AA0989,10.25378/janelia.7804556,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0989.swc,217.0,SUV,,217.0,SUV
878,AA0929,10.25378/janelia.7803794,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0929.swc,288.0,ORBvl2/3,2/3,746.0,ORBvl
879,AA0044,10.25378/janelia.5521723,2016-07-18T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0044.swc,1021.0,MOs6a,6a,993.0,MOs
880,AA0464,10.25378/janelia.7615880,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0464.swc,1021.0,MOs6a,6a,993.0,MOs
881,AA0332,10.25378/janelia.7613684,2017-09-11T18:52:55.000Z,C57BL/6J,AAV 2/1 Cre + GFP,eGFP,AA0332.swc,767.0,MOs5,5,993.0,MOs
882,AA0758,10.25378/janelia.7710044,2018-06-14T17:03:18.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,AA0758.swc,560581563.0,PIL,,560581563.0,PIL
883,AA0716,10.25378/janelia.7704455,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0716.swc,1084.0,PRE,,1084.0,PRE
884,AA0513,10.25378/janelia.7639814,2018-01-30T16:19:46.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0513.swc,771.0,P,,771.0,P
885,AA1061,10.25378/janelia.7825157,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1061.swc,771.0,P,,771.0,P
886,AA0666,10.25378/janelia.7658255,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0666.swc,962.0,MOs2/3,2/3,993.0,MOs
887,AA0895,10.25378/janelia.7780802,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0895.swc,484682520.0,or,,484682520.0,or
888,AA0930,10.25378/janelia.7803824,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0930.swc,606826659.0,MMd,,606826659.0,MMd
889,AA0932,10.25378/janelia.7803884,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0932.swc,313.0,MB,,313.0,MB
890,AA1157,n/a,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1157.swc,733.0,VPM,,733.0,VPM
891,AA1037,10.25378/janelia.7822271,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1037.swc,771.0,P,,771.0,P
892,AA0254,10.25378/janelia.5527693,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0254.swc,1084.0,PRE,,1084.0,PRE
893,AA1087,10.25378/janelia.7825349,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1087.swc,574.0,TRN,,574.0,TRN
894,AA0030,10.25378/janelia.5521672,2017-01-15T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0030.swc,1037.0,POST,,1037.0,POST
895,AA1012,10.25378/janelia.7822016,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1012.swc,1007.0,SIM,,1007.0,SIM
896,AA0978,10.25378/janelia.7804460,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0978.swc,1041.0,PFL,,1041.0,PFL
897,AA0864,10.25378/janelia.7740086,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0864.swc,382.0,CA1,,382.0,CA1
898,AA0543,10.25378/janelia.7640168,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0543.swc,1021.0,MOs6a,6a,993.0,MOs
899,AA0750,10.25378/janelia.7707380,2018-06-14T17:03:18.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,AA0750.swc,733.0,VPM,,733.0,VPM
900,AA0406,10.25378/janelia.7614143,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0406.swc,608.0,ORBvl6a,6a,746.0,ORBvl
901,AA1240,n/a,2019-04-17T04:00:00.000Z,Som-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,Rb anti-GFP/AF488,AA1240.swc,648.0,MOp5,,648.0,MOp5
902,AA0700,10.25378/janelia.7704353,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0700.swc,1084.0,PRE,,1084.0,PRE
903,AA0362,10.25378/janelia.7613882,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/1 Cre + FP,tdTomato,AA0362.swc,10703.0,DG-mo,,10703.0,DG-mo
904,AA0172,10.25378/janelia.5527417,2017-04-19T21:51:49.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0172.swc,313.0,MB,,313.0,MB
905,AA0025,10.25378/janelia.5521657,2017-01-15T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0025.swc,971.0,fp,,971.0,fp
906,AA1433,n/a,2020-02-24T05:00:00.000Z,Vglut2-Cre,syn-FLEX-TRE-2tTA; TREx7-GFP,GFP; AF488,AA1433.swc,362.0,MD,,362.0,MD
907,AA0569,10.25378/janelia.7649825,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0569.swc,443.0,dhc,,443.0,dhc
