,Unnamed: 0,specimen__id,DOI,specimen__date,specimen__strain,label__virus,label__fluorophore,swc__fname,structure__id,structure__acronym,structure__layer,structure_parent__id,structure_parent__acronym,model__fold,structure__safe_name,structure_merge__acronym
687,687,AA0907,10.25378/janelia.7780862,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0907.swc,767.0,MOs5,5,993.0,MOs,2.0,MOs_layer5,Isocortex_layer5
688,688,AA0417,10.25378/janelia.7614218,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0417.swc,363.0,PL5,5,972.0,PL,1.0,PL_layer5,Isocortex_layer5
689,689,AA0982,10.25378/janelia.7804502,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0982.swc,944.0,FOTU,,944.0,FOTU,9.0,FOTU_layernan,FOTU
690,690,AA0305,10.25378/janelia.7613387,2017-08-28T17:55:51.000Z,C57BL/6J,AAV2/1 Cre+GFP,eGFP,AA0305.swc,10703.0,DG-mo,,10703.0,DG-mo,7.0,DG-mo_layernan,DG-mo
691,691,AA0292,10.25378/janelia.5527831,2017-08-10T19:05:24.000Z,Rorb-Cre-1,AAV2/1.FLEX-tdTomato,tdTomato,AA0292.swc,10703.0,DG-mo,,10703.0,DG-mo,0.0,DG-mo_layernan,DG-mo
692,692,AA0428,10.25378/janelia.7614257,2017-09-25T17:59:45.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0428.swc,194.0,LHA,,194.0,LHA,5.0,LHA_layernan,LHA
693,693,AA1158,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1158.swc,733.0,VPM,,733.0,VPM,7.0,VPM_layernan,VPM
694,694,AA0159,10.25378/janelia.5527372,2017-04-19T21:51:49.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0159.swc,502.0,SUB,,502.0,SUB,0.0,SUB_layernan,SUB
695,695,AA0410,10.25378/janelia.7614191,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0410.swc,1021.0,MOs6a,6a,993.0,MOs,7.0,MOs_layer6a,Isocortex_layer6
696,696,AA0457,10.25378/janelia.7615589,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0457.swc,84.0,PL6a,6a,972.0,PL,1.0,PL_layer6a,Isocortex_layer6
697,697,AA0559,10.25378/janelia.7640246,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0559.swc,443.0,dhc,,443.0,dhc,7.0,dhc_layernan,dhc
698,698,AA0528,10.25378/janelia.7639874,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0528.swc,1084.0,PRE,,1084.0,PRE,1.0,PRE_layernan,PRE
699,699,AA0587,10.25378/janelia.7649927,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0587.swc,962.0,MOs2/3,2/3,993.0,MOs,4.0,MOs_layer23,Isocortex_layer2/3
700,700,AA0622,10.25378/janelia.7655753,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0622.swc,943.0,MOp2/3,,943.0,MOp2/3,4.0,MOp2/3_layernan,Isocortex_layernan
701,701,AA0138,10.25378/janelia.5527288,2017-02-22T22:37:17.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0138.swc,181.0,RE,,181.0,RE,2.0,RE_layernan,RE
702,702,AA0637,10.25378/janelia.7658075,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0637.swc,962.0,MOs2/3,2/3,993.0,MOs,8.0,MOs_layer23,Isocortex_layer2/3
703,703,AA0755,10.25378/janelia.7710023,2018-06-14T17:03:18.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,AA0755.swc,733.0,VPM,,733.0,VPM,0.0,VPM_layernan,VPM
704,704,AA0365,10.25378/janelia.7613903,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0365.swc,629.0,VAL,,629.0,VAL,5.0,VAL_layernan,VAL
705,705,AA1020,10.25378/janelia.7822055,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1020.swc,1056.0,ANcr1,,1056.0,ANcr1,5.0,ANcr1_layernan,ANcr1
706,706,AA0143,10.25378/janelia.5527312,2017-02-22T22:37:17.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP;,AA0143.swc,632.0,DG-sg,,632.0,DG-sg,5.0,DG-sg_layernan,DG-sg
707,707,AA1258,,2019-05-27T04:00:00.000Z,Som-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,GFP; AF488,AA1258.swc,733.0,VPM,,733.0,VPM,9.0,VPM_layernan,VPM
708,708,AA0479,10.25378/janelia.7615982,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0479.swc,502.0,SUB,,502.0,SUB,0.0,SUB_layernan,SUB
709,709,AA0286,10.25378/janelia.5527813,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0286.swc,767.0,MOs5,5,993.0,MOs,0.0,MOs_layer5,Isocortex_layer5
710,710,AA0693,10.25378/janelia.7704308,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,AA0693.swc,629.0,VAL,,629.0,VAL,1.0,VAL_layernan,VAL
711,711,AA0444,10.25378/janelia.7614479,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0444.swc,502.0,SUB,,502.0,SUB,7.0,SUB_layernan,SUB
712,712,AA0515,10.25378/janelia.7639823,2018-01-30T16:19:46.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0515.swc,354.0,MY,,354.0,MY,3.0,MY_layernan,MY
713,713,AA1041,10.25378/janelia.7822283,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1041.swc,606826659.0,MMd,,606826659.0,MMd,9.0,MMd_layernan,MMd
714,714,AA0390,10.25378/janelia.7614077,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0390.swc,526157192.0,FRP5,5,184.0,FRP,5.0,FRP_layer5,Isocortex_layer5
715,715,AA1078,10.25378/janelia.7825271,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1078.swc,974.0,SSp-m5,5,345.0,SSp-m,2.0,SSp-m_layer5,Isocortex_layer5
716,716,AA0710,10.25378/janelia.7704413,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0710.swc,1084.0,PRE,,1084.0,PRE,7.0,PRE_layernan,PRE
717,717,AA0336,10.25378/janelia.7613717,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0336.swc,155.0,LD,,155.0,LD,7.0,LD_layernan,LD
718,718,AA1544,,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1544.swc,767.0,MOs5,5,993.0,MOs,9.0,MOs_layer5,Isocortex_layer5
719,719,AA0442,10.25378/janelia.7614368,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0442.swc,767.0,MOs5,5,993.0,MOs,2.0,MOs_layer5,Isocortex_layer5
720,720,AA0063,10.25378/janelia.5521792,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0063.swc,940.0,cing,,940.0,cing,9.0,cing_layernan,cing
721,721,AA0809,10.25378/janelia.7739648,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/5 Syn-iCre + AAV2/5 CAG-Flex GFP,anti-GFP,AA0809.swc,685.0,VM,,685.0,VM,8.0,VM_layernan,VM
722,722,AA0338,10.25378/janelia.7613726,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0338.swc,1020.0,PO,,1020.0,PO,4.0,PO_layernan,PO
723,723,AA0322,10.25378/janelia.7613474,2017-09-11T18:52:55.000Z,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,AA0322.swc,718.0,VPL,,718.0,VPL,0.0,VPL_layernan,VPL
724,724,AA0772,10.25378/janelia.7710107,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0772.swc,767.0,MOs5,5,993.0,MOs,3.0,MOs_layer5,Isocortex_layer5
725,725,AA1070,10.25378/janelia.7825214,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1070.swc,437.0,SPVI,,437.0,SPVI,7.0,SPVI_layernan,SPVI
726,726,AA1100,10.25378/janelia.7827941,2018-10-01T19:57:10.000Z,C57BL/6N,AAV 2/5 Cre + tdT,tdTomato,AA1100.swc,194.0,LHA,,194.0,LHA,1.0,LHA_layernan,LHA
727,727,AA0995,10.25378/janelia.7821950,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0995.swc,334.0,BMAp,,334.0,BMAp,6.0,BMAp_layernan,BMAp
728,728,AA0492,10.25378/janelia.7616045,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0492.swc,778.0,VISp5,5,385.0,VISp,6.0,VISp_layer5,Isocortex_layer5
729,729,AA0999,10.25378/janelia.7821965,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0999.swc,463.0,CA3,,463.0,CA3,9.0,CA3_layernan,CA3
730,730,AA0339,10.25378/janelia.7613735,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0339.swc,1020.0,PO,,1020.0,PO,5.0,PO_layernan,PO
731,731,AA0525,10.25378/janelia.7639865,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0525.swc,1084.0,PRE,,1084.0,PRE,6.0,PRE_layernan,PRE
732,732,AA0621,10.25378/janelia.7655750,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0621.swc,382.0,CA1,,382.0,CA1,2.0,CA1_layernan,CA1
733,733,AA0549,10.25378/janelia.7640201,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0549.swc,1021.0,MOs6a,6a,993.0,MOs,5.0,MOs_layer6a,Isocortex_layer6
734,734,AA0475,10.25378/janelia.7615967,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0475.swc,962.0,MOs2/3,2/3,993.0,MOs,2.0,MOs_layer23,Isocortex_layer2/3
735,735,AA0661,10.25378/janelia.7658237,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0661.swc,382.0,CA1,,382.0,CA1,7.0,CA1_layernan,CA1
736,736,AA1181,,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1181.swc,362.0,MD,,362.0,MD,5.0,MD_layernan,MD
737,737,AA1176,,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1176.swc,733.0,VPM,,733.0,VPM,8.0,VPM_layernan,VPM
738,738,AA0268,10.25378/janelia.5527750,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0268.swc,443.0,dhc,,443.0,dhc,2.0,dhc_layernan,dhc
739,739,AA0910,10.25378/janelia.7780871,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0910.swc,382.0,CA1,,382.0,CA1,1.0,CA1_layernan,CA1
740,740,AA0031,10.25378/janelia.5521675,2017-01-15T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0031.swc,502.0,SUB,,502.0,SUB,2.0,SUB_layernan,SUB
741,741,AA0628,10.25378/janelia.7655780,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0628.swc,767.0,MOs5,5,993.0,MOs,0.0,MOs_layer5,Isocortex_layer5
742,742,AA0505,10.25378/janelia.7639709,2018-01-30T16:19:46.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0505.swc,62.0,mlf,,62.0,mlf,4.0,mlf_layernan,mlf
743,743,AA0632,10.25378/janelia.7658054,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0632.swc,767.0,MOs5,5,993.0,MOs,4.0,MOs_layer5,Isocortex_layer5
744,744,AA0573,10.25378/janelia.7649837,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0573.swc,632.0,DG-sg,,632.0,DG-sg,3.0,DG-sg_layernan,DG-sg
745,745,AA1227,,2019-04-17T04:00:00.000Z,Som-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,Rb anti-GFP/AF488,AA1227.swc,733.0,VPM,,733.0,VPM,7.0,VPM_layernan,VPM
746,746,AA0421,10.25378/janelia.7614233,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0421.swc,767.0,MOs5,5,993.0,MOs,5.0,MOs_layer5,Isocortex_layer5
747,747,AA1071,10.25378/janelia.7825223,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1071.swc,7.0,PSV,,7.0,PSV,6.0,PSV_layernan,PSV
748,748,AA0237,10.25378/janelia.5527630,2014-06-24T16:07:05.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0237.swc,962.0,MOs2/3,2/3,993.0,MOs,5.0,MOs_layer23,Isocortex_layer2/3
749,749,AA0346,10.25378/janelia.7613786,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0346.swc,629.0,VAL,,629.0,VAL,4.0,VAL_layernan,VAL
750,750,AA0329,10.25378/janelia.7613525,2017-09-11T18:52:55.000Z,C57BL/6J,AAV 2/1 Cre + GFP,eGFP,AA0329.swc,962.0,MOs2/3,2/3,993.0,MOs,9.0,MOs_layer23,Isocortex_layer2/3
751,751,AA0075,10.25378/janelia.5521810,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0075.swc,1113.0,IAD,,1113.0,IAD,4.0,IAD_layernan,IAD
752,752,AA0448,10.25378/janelia.7614854,2017-11-17T22:11:53.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0448.swc,685.0,VM,,685.0,VM,5.0,VM_layernan,VM
753,753,AA1145,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1145.swc,962.0,MOs2/3,2/3,993.0,MOs,3.0,MOs_layer23,Isocortex_layer2/3
754,754,AA0489,10.25378/janelia.7616030,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0489.swc,502.0,SUB,,502.0,SUB,9.0,SUB_layernan,SUB
755,755,AA0432,10.25378/janelia.7614290,2017-10-31T15:26:25.000Z,C57BL/6N,EnvA-GFP-Rabies,Immunolabeled with anti-GFP; Alexa-488,AA0432.swc,728.0,arb,,728.0,arb,1.0,arb_layernan,arb
756,756,AA0603,10.25378/janelia.7650041,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0603.swc,363.0,PL5,5,972.0,PL,4.0,PL_layer5,Isocortex_layer5
757,757,AA0780,10.25378/janelia.7739285,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0780.swc,767.0,MOs5,5,993.0,MOs,8.0,MOs_layer5,Isocortex_layer5
758,758,AA0174,10.25378/janelia.5527423,2017-06-10T19:59:48.000Z,C57BL/6J,AAV2/5.FLEX-eGFP,eGFP,AA0174.swc,797.0,ZI,,797.0,ZI,2.0,ZI_layernan,ZI
759,759,AA0540,10.25378/janelia.7640156,2018-03-09T18:07:35.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0540.swc,155.0,LD,,155.0,LD,9.0,LD_layernan,LD
760,760,AA1166,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1166.swc,718.0,VPL,,718.0,VPL,3.0,VPL_layernan,VPL
761,761,AA0185,10.25378/janelia.5527456,2017-06-10T19:59:48.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0185.swc,1021.0,MOs6a,6a,993.0,MOs,0.0,MOs_layer6a,Isocortex_layer6
762,762,AA0943,10.25378/janelia.7804025,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0943.swc,54.0,mfb,,54.0,mfb,8.0,mfb_layernan,mfb
763,763,AA1434,,2020-02-24T05:00:00.000Z,Vglut2-Cre,syn-FLEX-TRE-2tTA; TREx7-GFP,GFP; AF488,AA1434.swc,255.0,AV,,255.0,AV,3.0,AV_layernan,AV
764,764,AA1168,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1168.swc,362.0,MD,,362.0,MD,0.0,MD_layernan,MD
765,765,AA0376,10.25378/janelia.7613942,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0376.swc,10703.0,DG-mo,,10703.0,DG-mo,8.0,DG-mo_layernan,DG-mo
766,766,AA1476,,2020-04-15T04:00:00.000Z,Vgat-Cre,syn-FLEX-TRE-2tTA;TREx7-GFP,GFP ; AF488,AA1476.swc,962.0,MOs2/3,2/3,993.0,MOs,0.0,MOs_layer23,Isocortex_layer2/3
767,767,AA0308,10.25378/janelia.7613402,2017-08-28T17:55:51.000Z,C57BL/6J,AAV2/1 Cre+GFP,eGFP,AA0308.swc,382.0,CA1,,382.0,CA1,3.0,CA1_layernan,CA1
768,768,AA0675,10.25378/janelia.7704218,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,AA0675.swc,629.0,VAL,,629.0,VAL,2.0,VAL_layernan,VAL
769,769,AA0776,10.25378/janelia.7710122,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0776.swc,940.0,cing,,940.0,cing,2.0,cing_layernan,cing
770,770,AA1546,,2021-06-06T04:00:00.000Z,Vglut1-cre,virus not found,GFP,AA1546.swc,629.0,VAL,,629.0,VAL,6.0,VAL_layernan,VAL
771,771,AA1438,,2020-02-24T05:00:00.000Z,Vglut2-Cre,syn-FLEX-TRE-2tTA; TREx7-GFP,GFP; AF488,AA1438.swc,733.0,VPM,,733.0,VPM,3.0,VPM_layernan,VPM
772,772,AA0425,10.25378/janelia.7614245,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0425.swc,304.0,PL2/3,2/3,972.0,PL,1.0,PL_layer23,Isocortex_layer2/3
773,773,AA0575,10.25378/janelia.7649846,2018-04-03T15:08:17.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0575.swc,767.0,MOs5,5,993.0,MOs,1.0,MOs_layer5,Isocortex_layer5
774,774,AA1065,10.25378/janelia.7825175,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1065.swc,354.0,MY,,354.0,MY,9.0,MY_layernan,MY
775,775,AA0640,10.25378/janelia.7658084,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0640.swc,767.0,MOs5,5,993.0,MOs,6.0,MOs_layer5,Isocortex_layer5
776,776,AA1545,,2021-06-06T04:00:00.000Z,Vglut1-cre,virus not found,GFP,AA1545.swc,733.0,VPM,,733.0,VPM,2.0,VPM_layernan,VPM
777,777,AA0482,10.25378/janelia.7615997,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0482.swc,1084.0,PRE,,1084.0,PRE,4.0,PRE_layernan,PRE
778,778,AA0255,10.25378/janelia.5527696,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0255.swc,1084.0,PRE,,1084.0,PRE,9.0,PRE_layernan,PRE
779,779,AA0519,10.25378/janelia.7639835,2018-03-09T18:07:35.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0519.swc,629.0,VAL,,629.0,VAL,8.0,VAL_layernan,VAL
780,780,AA0722,10.25378/janelia.7707164,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0722.swc,1084.0,PRE,,1084.0,PRE,1.0,PRE_layernan,PRE
781,781,AA0818,10.25378/janelia.7739723,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0818.swc,382.0,CA1,,382.0,CA1,9.0,CA1_layernan,CA1
782,782,AA0089,10.25378/janelia.5526646,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0089.swc,1077.0,PR,,1077.0,PR,7.0,PR_layernan,PR
783,783,AA0824,10.25378/janelia.7739747,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0824.swc,502.0,SUB,,502.0,SUB,1.0,SUB_layernan,SUB
784,784,AA0880,10.25378/janelia.7742777,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0880.swc,767.0,MOs5,5,993.0,MOs,7.0,MOs_layer5,Isocortex_layer5
785,785,AA0767,10.25378/janelia.7710077,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0767.swc,767.0,MOs5,5,993.0,MOs,9.0,MOs_layer5,Isocortex_layer5
786,786,AA1160,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1160.swc,484682512.0,scwm,,484682512.0,scwm,9.0,scwm_layernan,scwm
787,787,AA0466,10.25378/janelia.7615895,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0466.swc,767.0,MOs5,5,993.0,MOs,7.0,MOs_layer5,Isocortex_layer5
788,788,AA0187,10.25378/janelia.5527465,2017-06-10T19:59:48.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0187.swc,767.0,MOs5,5,993.0,MOs,4.0,MOs_layer5,Isocortex_layer5
789,789,AA0119,10.25378/janelia.5526736,2015-07-11T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0119.swc,630.0,ORBl5,5,723.0,ORBl,4.0,ORBl_layer5,Isocortex_layer5
790,790,AA0507,10.25378/janelia.7639739,2018-01-30T16:19:46.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0507.swc,872.0,DR,,872.0,DR,4.0,DR_layernan,DR
791,791,AA0288,10.25378/janelia.5527819,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0288.swc,767.0,MOs5,5,993.0,MOs,0.0,MOs_layer5,Isocortex_layer5
792,792,AA0033,10.25378/janelia.5521681,2017-01-15T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0033.swc,1037.0,POST,,1037.0,POST,1.0,POST_layernan,POST
793,793,AA0614,10.25378/janelia.7653158,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,AA0614.swc,1097.0,HY,,1097.0,HY,1.0,HY_layernan,HY
794,794,AA0056,10.25378/janelia.5521771,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0056.swc,595.0,fr,,595.0,fr,5.0,fr_layernan,fr
795,795,AA0909,10.25378/janelia.7780868,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0909.swc,382.0,CA1,,382.0,CA1,9.0,CA1_layernan,CA1
796,796,AA0216,10.25378/janelia.5527558,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0216.swc,1097.0,HY,,1097.0,HY,5.0,HY_layernan,HY
797,797,AA0751,10.25378/janelia.7707383,2018-06-14T17:03:18.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,AA0751.swc,128.0,MRN,,128.0,MRN,1.0,MRN_layernan,MRN
798,798,AA0869,10.25378/janelia.7740104,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0869.swc,10703.0,DG-mo,,10703.0,DG-mo,5.0,DG-mo_layernan,DG-mo
799,799,AA0302,10.25378/janelia.5542666,2017-08-10T19:05:24.000Z,Rorb-Cre-1,AAV2/1.FLEX-tdTomato,tdTomato,AA0302.swc,629.0,VAL,,629.0,VAL,9.0,VAL_layernan,VAL
